| Algorithm         | prob      | n     | t                      | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | nnegeig   | cosmax   |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | ENGVAL1   | 5000  | 0.36187148094177246    | 247    | 5548.668419455304       | 0.0005224151924549394  | 496      | 495      | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | ENGVAL1   | 5000  | 0.20257949829101562    | 12     | 5548.668419914463       | 0.000961143280003629   | 815      | 14       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | ENGVAL1   | 5000  | 0.10317778587341309    | 23     | 5548.668419601068       | 0.0007661595028974558  | 373      | 25       | 1        | --        | --       |
| scipy_lbfgs       | ENGVAL1   | 5000  | 0.021489381790161133   | 15     | 5548.668419476293       | 0.0005993330316802492  | 17       | 17       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | EXTROSNB  | 1000  | 0.4204905033111572     | 1753   | 0.00028875483072881826  | 0.0009993006635394925  | 3507     | 3507     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | EXTROSNB  | 1000  | 0.022232770919799805   | 58     | 2.841403220156695e-09   | 0.0008520097039708899  | 289      | 60       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | EXTROSNB  | 1000  | 0.17284297943115234    | 46     | 3.1050270014436703e-09  | 0.0009051547172650296  | 2404     | 48       | 1        | --        | --       |
| scipy_lbfgs       | EXTROSNB  | 1000  | 0.09798598289489746    | 359    | 6.3569367481148415e-06  | 0.0009137371594701573  | 490      | 490      | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | FLETCBV3  | 5000  | 11.752916812896729     | 5000   | -11756301587.54297      | 28.604137909561018     | 10000    | 10001    | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | FLETCBV3  | 5000  | 353.56061267852783     | 5000   | -336657556407627.44     | 2.410259686254098      | 513092   | 5002     | 0        | --        | --       |
| NESTEROV-bs_lbfgs | FLETCBV3  | 5000  | 19.802762985229492     | 5000   | -299652963487043.2      | 32.64030992122585      | 24197    | 5002     | 958      | --        | --       |
| scipy_lbfgs       | FLETCBV3  | 5000  | 11.97707486152649      | 5000   | -1.2842236975398291e+17 | 11.391457099069424     | 5057     | 5057     | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
